word,numtotal,numNaMo,numRaGa,numDidi,NaMo,RaGa,Didi,NaMo_perc,RaGa_perc,Didi_perc,NaMo_percNorm,RaGa_percNorm,Didi_percNorm,X,Y,color_coded,size,max_said,Max_used_by
nvdaswja,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
nvencouraging,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
nvhy,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
nvidia,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
nvlbagqon,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
nvojt,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
nvzwrczcnlindia,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
nwgqtoday,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
nwrfo,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
nwuh,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
nwwdzc,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
nwxlkfit,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
nxbguided,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
nxgg,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
nxkf,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
nxshwvguo,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
nxwaupu,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
nxyc,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
nyamagouda,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
nyara,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
nyay,4,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0001599360255897641,0.0,0.0,0.004008016032064128,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
nyayforindia,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
nybgom,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
nygu,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
nyuuoohoyfa,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
nyvfi,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
nyydbukqdj,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
nzoojhl,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
nzpranav,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
nzrrzb,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
nzteqxcongratulations,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
nzzaxhezcongratulations,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
oaces,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
oafa,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
oani,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
oaooulmajestic,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
oasis,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
oath,8,5.0,1.0,2.0,0.625,0.125,0.25,0.00011323745895142112,3.9984006397441024e-05,7.213185703465936e-05,0.0023266635644485804,0.001002004008016032,0.0024067388688327317,0.49301921274422894,0.15129894184786372,Mid3,0,numNaMo,NaMo
oatuhremembering,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
oavfwejelw,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
obbmegxt,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
obcs,2,2.0,0.0,0.0,1.0,0.0,0.0,4.529498358056845e-05,0.0,0.0,0.0009306654257794322,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
obdczfor,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
obeisance,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
oberoi,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
object,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
objective,3,2.0,0.0,1.0,0.6666666666666666,0.0,0.3333333333333333,4.529498358056845e-05,0.0,3.606592851732968e-05,0.0009306654257794322,0.0,0.0012033694344163659,0.43610600892154283,0.0,Mid3,0,numNaMo,NaMo
obligation,2,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,7.213185703465936e-05,0.0,0.0,0.0024067388688327317,0.0,0.0,Didi,0,numDidi,Didi
oblivion,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
oblpv,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
obnoxious,2,0.0,1.0,1.0,0.0,0.5,0.5,0.0,3.9984006397441024e-05,3.606592851732968e-05,0.0,0.001002004008016032,0.0012033694344163659,0.22717331875341712,0.3934757302049581,Other,0,numRaGa,RaGa
obqxqwsk,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
observance,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
observation,2,2.0,0.0,0.0,1.0,0.0,0.0,4.529498358056845e-05,0.0,0.0,0.0009306654257794322,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
observe,6,1.0,0.0,5.0,0.16666666666666666,0.0,0.8333333333333334,2.2647491790284225e-05,0.0,0.0001803296425866484,0.0004653327128897161,0.0,0.006016847172081829,0.07178645473393228,0.0,Didi,0,numDidi,Didi
observed,5,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0001803296425866484,0.0,0.0,0.006016847172081829,0.0,0.0,Didi,0,numDidi,Didi
observing,7,1.0,0.0,6.0,0.14285714285714285,0.0,0.8571428571428571,2.2647491790284225e-05,0.0,0.00021639557110397808,0.0004653327128897161,0.0,0.007220216606498195,0.06054644808743169,0.0,Didi,0,numDidi,Didi
obsessed,2,0.0,2.0,0.0,0.0,1.0,0.0,0.0,7.996801279488205e-05,0.0,0.0,0.002004008016032064,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
obsolete,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
obstacle,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
obstacles,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
obstruct,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
obtain,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
obtmwalafd,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
obtr,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
obubxl,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
obvauip,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
obvious,2,0.0,2.0,0.0,0.0,1.0,0.0,0.0,7.996801279488205e-05,0.0,0.0,0.002004008016032064,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
obviously,5,3.0,2.0,0.0,0.6,0.4,0.0,6.794247537085267e-05,7.996801279488205e-05,0.0,0.0013959981386691483,0.002004008016032064,0.0,0.7052934722984092,0.51044667930136,Mid2,0,numNaMo,NaMo
occasion,167,31.0,16.0,120.0,0.18562874251497005,0.09580838323353294,0.718562874251497,0.000702072245498811,0.0006397441023590564,0.004327911422079562,0.0144253140995812,0.01603206412825651,0.1444043321299639,0.12833767963146436,0.07940088645914302,Didi,300,numDidi,Didi
occasionhappy,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
occur,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
ocdg,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
ocdvknoinauguration,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
ocean,3,2.0,0.0,1.0,0.6666666666666666,0.0,0.3333333333333333,4.529498358056845e-05,0.0,3.606592851732968e-05,0.0009306654257794322,0.0,0.0012033694344163659,0.43610600892154283,0.0,Mid3,0,numNaMo,NaMo
oceans,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
ocgydqgkqqhere,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
ochu,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
ociupiifor,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
ocjcfrwisxinaugurated,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
ockufjdxthe,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
ocmore,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
ocnyaqpresident,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
ocomprehensive,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
ocongratulations,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
ocongress,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
ocpqk,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
ocqnyglfkto,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
october,9,6.0,0.0,3.0,0.6666666666666666,0.0,0.3333333333333333,0.00013588495074170535,0.0,0.00010819778555198904,0.0027919962773382966,0.0,0.0036101083032490976,0.43610600892154283,0.0,Mid3,0,numNaMo,NaMo
odds,4,1.0,3.0,0.0,0.25,0.75,0.0,2.2647491790284225e-05,0.00011995201919232307,0.0,0.0004653327128897161,0.003006012024048096,0.0,0.5670248488918737,0.7499349601340867,RaGa,0,numRaGa,RaGa
odftribute,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
odia,4,4.0,0.0,0.0,1.0,0.0,0.0,9.05899671611369e-05,0.0,0.0,0.0018613308515588645,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
odias,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
odis,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
odiscongratulations,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
odisha,81,67.0,4.0,10.0,0.8271604938271605,0.04938271604938271,0.12345679012345678,0.0015173819499490432,0.0001599360255897641,0.0003606592851732968,0.031177291763610983,0.004008016032064128,0.012033694344163659,0.7027107366940294,0.07350946748648704,NaMo,30,numNaMo,NaMo
odishaa,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
odisharemembering,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
odissi,2,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,7.213185703465936e-05,0.0,0.0,0.0024067388688327317,0.0,0.0,Didi,0,numDidi,Didi
odoaxehj,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
odpeople,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
odsothank,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
odsptmxothe,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
odvl,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
oedjhw,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
oefmyvqbtremembering,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
oefzvptd,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
oekg,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
oersaddened,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
oert,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
oetlnnhzn,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
oetoday,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
oetyg,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
oewdiiszxheard,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
ofbbdffbrkglimpses,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
offender,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
offer,20,14.0,5.0,1.0,0.7,0.25,0.05,0.0003170648850639792,0.00019992003198720512,3.606592851732968e-05,0.006514657980456026,0.00501002004008016,0.0012033694344163659,0.7086450637789304,0.3408853277405324,Other,0,numNaMo,NaMo
offered,5,4.0,0.0,1.0,0.8,0.0,0.2,9.05899671611369e-05,0.0,3.606592851732968e-05,0.0018613308515588645,0.0,0.0012033694344163659,0.6073451489128449,0.0,Mid3,0,numNaMo,NaMo
offering,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
office,29,10.0,9.0,10.0,0.3448275862068966,0.3103448275862069,0.3448275862068966,0.00022647491790284225,0.0003598560575769692,0.0003606592851732968,0.004653327128897161,0.009018036072144287,0.012033694344163659,0.35644134034153924,0.3038253587640071,Other,0,numNaMo,NaMo
officebut,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
officehad,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
officeofknathkudos,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
officeofrg,14,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0005597760895641743,0.0,0.0,0.014028056112224447,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
officeofrgi,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
officer,14,1.0,9.0,4.0,0.07142857142857142,0.6428571428571429,0.2857142857142857,2.2647491790284225e-05,0.0003598560575769692,0.00014426371406931873,0.0004653327128897161,0.009018036072144287,0.0048134777376654635,0.3479334230149254,0.5462637035601867,Mid1,0,numRaGa,RaGa
officers,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
official,34,10.0,9.0,15.0,0.29411764705882354,0.2647058823529412,0.4411764705882353,0.00022647491790284225,0.0003598560575769692,0.0005409889277599452,0.004653327128897161,0.009018036072144287,0.018050541516245487,0.2888333864761992,0.24619733273662447,Didi,0,numDidi,Didi
officials,2,1.0,0.0,1.0,0.5,0.0,0.5,2.2647491790284225e-05,0.0,3.606592851732968e-05,0.0004653327128897161,0.0,0.0012033694344163659,0.27885906040268454,0.0,Didi,0,numNaMo,NaMo
officialvkyadav,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
offs,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
oficial,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
ofolwfeo,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
ofpclmxjs,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
often,6,2.0,1.0,3.0,0.3333333333333333,0.16666666666666666,0.5,4.529498358056845e-05,3.9984006397441024e-05,0.00010819778555198904,0.0009306654257794322,0.001002004008016032,0.0036101083032490976,0.2582942159522386,0.15655704897494313,Didi,0,numDidi,Didi
ofubjp,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9984006397441024e-05,0.0,0.0,0.001002004008016032,0.0,0.5,0.8660254037844386,RaGa,0,numRaGa,RaGa
ofvuxrcongratulations,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
ofwtoday,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.606592851732968e-05,0.0,0.0,0.0012033694344163659,0.0,0.0,Didi,0,numDidi,Didi
ogcl,1,1.0,0.0,0.0,1.0,0.0,0.0,2.2647491790284225e-05,0.0,0.0,0.0004653327128897161,0.0,0.0,1.0,0.0,NaMo,0,numNaMo,NaMo
